<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.05.24	0.99911	1.00417	0.99775	1.00238	84737	0	45
2012.05.25	1.00239	1.00666	0.99969	1.00404	80137	7610900000	7
2012.05.28	1.00651	1.01132	1.00549	1.00856	60505	203000000	28
2012.05.29	1.00855	1.01042	1.00482	1.00594	80435	281500000	23
2012.05.30	1.00591	1.00708	0.99866	0.99947	86827	0	45
2012.05.31	0.99960	1.00713	0.99696	1.00429	91422	0	45
2012.06.01	1.00430	1.00969	0.99920	1.00890	103702	11083283000	25
2012.06.04	1.00834	1.01304	1.00503	1.01000	79491	0	45
2012.06.05	1.01000	1.01573	1.00844	1.01116	80166	0	45
2012.06.06	1.01117	1.02164	1.01071	1.01907	82507	0	45
2012.06.07	1.01909	1.02472	1.01627	1.01656	83421	0	45
2012.06.08	1.01655	1.02049	1.01435	1.01750	96596	10109600000	24
2012.06.11	1.02079	1.02226	1.01655	1.01678	78839	0	45
2012.06.12	1.01677	1.02219	1.01614	1.02107	81132	175800000	26
2012.06.13	1.02115	1.02517	1.02020	1.02360	77803	0	45
2012.06.14	1.02361	1.02597	1.02020	1.02501	79274	0	45
2012.06.15	1.02501	1.03174	1.02322	1.02707	74654	3107000000	26
2012.06.18	1.03325	1.03946	1.03040	1.03552	80087	0	45
2012.06.19	1.03560	1.03884	1.03294	1.03725	80409	0	45
2012.06.20	1.03724	1.03968	1.03562	1.03724	81367	0	45
